1994-12-22|'TAKE BACK RETURN'|'F'|' express packages. even packages are care'|0.09|2719|2|'AIR'|'A'|10052|39.0|110|63246.69|0.07|1994-10-10|1995-01-06
1994-12-09|'NONE'|'F'|' the unusual accounts. furiousl'|0.01|881|3|'TRUCK'|'A'|10052|29.0|382|51674.52|0.04|1994-11-26|1995-01-04
1995-01-02|'DELIVER IN PERSON'|'F'|'lar deposits! f'|0.06|673|4|'MAIL'|'R'|10052|25.0|174|39341.75|0.05|1994-11-11|1995-01-07
1994-09-10|'NONE'|'F'|'refully bold ins'|0.05|5500|5|'MAIL'|'A'|10052|29.0|136|40759.5|0.04|1994-12-06|1994-09-16
1994-10-19|'DELIVER IN PERSON'|'F'|'ross the regular platel'|0.01|3569|6|'MAIL'|'R'|10052|10.0|202|14725.6|0.01|1994-11-06|1994-11-02
1992-01-12|'TAKE BACK RETURN'|'F'|'ously unusual requests wake against t'|0.08|384|1|'TRUCK'|'R'|10053|15.0|260|19265.7|0.0|1992-03-08|1992-02-08
1992-04-16|'NONE'|'F'|'ar, ironic'|0.01|6721|2|'TRUCK'|'R'|10053|24.0|222|39065.28|0.01|1992-02-18|1992-05-13
1992-03-20|'COLLECT COD'|'F'|'ts boost furiously ironic fo'|0.02|7197|3|'TRUCK'|'R'|10053|21.0|198|23187.99|0.07|1992-02-10|1992-03-25
1992-01-14|'TAKE BACK RETURN'|'F'|'es. even warthogs are sly'|0.07|7008|4|'TRUCK'|'R'|10053|24.0|426|21960.0|0.06|1992-03-05|1992-01-18
1992-04-08|'TAKE BACK RETURN'|'F'|'the express asympto'|0.09|6436|5|'REG AIR'|'A'|10053|43.0|211|57724.49|0.05|1992-02-22|1992-04-11
1995-08-11|'TAKE BACK RETURN'|'O'|'press accounts detect slyly. quickly speci'|0.0|4827|1|'MAIL'|'N'|10054|34.0|96|58881.88|0.01|1995-07-21|1995-09-10
1995-07-17|'DELIVER IN PERSON'|'O'|'nto beans are. even foxes use idle'|0.02|2907|2|'AIR'|'N'|10054|31.0|38|56106.9|0.06|1995-07-08|1995-07-25
1996-04-23|'COLLECT COD'|'O'|'slyly final package'|0.0|8011|1|'REG AIR'|'N'|10055|43.0|12|39517.43|0.04|1996-05-26|1996-04-29
1996-05-14|'DELIVER IN PERSON'|'O'|'ove the slyly even accounts. ir'|0.04|8423|2|'REG AIR'|'N'|10055|2.0|347|2662.84|0.01|1996-04-02|1996-05-18
1996-03-10|'DELIVER IN PERSON'|'O'|'old pinto bea'|0.0|7369|3|'RAIL'|'N'|10055|11.0|370|14039.96|0.0|1996-05-07|1996-03-31
1996-04-18|'DELIVER IN PERSON'|'O'|'s sleep among th'|0.04|4796|4|'RAIL'|'N'|10055|13.0|431|22110.27|0.01|1996-05-17|1996-05-13
1993-05-21|'COLLECT COD'|'F'|'fluffily unusual sentiments run. '|0.03|1035|1|'FOB'|'R'|10080|44.0|36|41185.32|0.05|1993-04-23|1993-05-26
1993-04-20|'TAKE BACK RETURN'|'F'|' slyly quick dolphins. '|0.05|742|2|'SHIP'|'R'|10080|24.0|495|39425.76|0.01|1993-03-26|1993-04-30
1993-06-06|'NONE'|'F'|'beans against the '|0.04|2852|3|'SHIP'|'R'|10080|49.0|353|85987.65|0.03|1993-05-12|1993-06-09
1993-04-11|'TAKE BACK RETURN'|'F'|'final ideas integra'|0.04|2043|4|'TRUCK'|'R'|10080|32.0|431|30241.28|0.04|1993-05-01|1993-05-04
1993-03-18|'NONE'|'F'|'riously about '|0.05|6408|5|'REG AIR'|'A'|10080|10.0|46|13144.0|0.01|1993-04-13|1993-04-06
1993-05-17|'DELIVER IN PERSON'|'F'|'ely unusual requests boost'|0.07|2470|6|'FOB'|'R'|10080|14.0|358|19214.58|0.06|1993-03-17|1993-05-27
1993-05-11|'TAKE BACK RETURN'|'F'|'ress theodolites sleep bravely. final, eve'|0.07|1287|7|'REG AIR'|'A'|10080|2.0|42|2376.56|0.07|1993-03-19|1993-05-12
1993-10-18|'NONE'|'F'|'nic requests are slyly. packages ca'|0.02|7091|1|'TRUCK'|'A'|10081|28.0|370|27946.52|0.07|1993-09-28|1993-11-15
