1992-08-11|'TAKE BACK RETURN'|'F'|'or the slyly regular request'|0.0|3813|4|'RAIL'|'R'|79843|27.0|210|46353.87|0.07|1992-09-26|1992-08-18
1992-11-11|'NONE'|'F'|'uests grow against the epitaphs. '|0.04|4899|5|'FOB'|'A'|79843|43.0|34|77567.27|0.07|1992-10-06|1992-11-17
1992-07-25|'TAKE BACK RETURN'|'F'|'essly final patter'|0.02|5408|6|'TRUCK'|'R'|79843|10.0|409|13134.0|0.0|1992-08-13|1992-07-27
1992-08-04|'NONE'|'F'|'uickly even depths:'|0.04|1216|7|'REG AIR'|'A'|79843|42.0|98|46922.82|0.03|1992-08-31|1992-08-13
1993-02-25|'COLLECT COD'|'F'|'luffily regular requests dazzle slyly r'|0.05|2198|1|'AIR'|'A'|79844|46.0|328|50608.74|0.07|1993-01-22|1993-03-23
1992-11-21|'DELIVER IN PERSON'|'F'|'inder according to t'|0.01|7476|2|'AIR'|'R'|79844|2.0|255|2766.94|0.07|1993-01-08|1992-11-24
1992-11-30|'DELIVER IN PERSON'|'F'|'s with the fl'|0.05|7324|3|'AIR'|'A'|79844|30.0|242|36939.6|0.06|1993-01-31|1992-12-11
1993-03-05|'TAKE BACK RETURN'|'F'|'l tithes. quickly even'|0.08|6434|4|'TRUCK'|'A'|79844|11.0|346|14744.73|0.05|1992-12-20|1993-03-28
1992-11-23|'COLLECT COD'|'F'|'y ironic instructions cajole furio'|0.06|4270|5|'REG AIR'|'A'|79844|17.0|271|19962.59|0.04|1993-01-13|1992-12-18
1993-01-12|'TAKE BACK RETURN'|'F'|' even packages promise do'|0.02|4642|6|'REG AIR'|'A'|79844|33.0|411|51039.12|0.06|1993-02-09|1993-02-07
1994-04-27|'NONE'|'F'|' instructions sleep carefully '|0.09|3485|1|'REG AIR'|'A'|79845|22.0|486|30546.56|0.06|1994-05-22|1994-05-19
1994-05-20|'DELIVER IN PERSON'|'F'|' regular deposits ha'|0.1|8111|2|'RAIL'|'R'|79845|49.0|112|49936.39|0.06|1994-05-12|1994-06-08
1994-04-02|'NONE'|'F'|' the quickly special platele'|0.02|5283|3|'SHIP'|'R'|79845|13.0|419|15447.64|0.05|1994-05-26|1994-04-16
1995-10-24|'DELIVER IN PERSON'|'O'|'e across the furiously regula'|0.09|6898|1|'SHIP'|'N'|79846|20.0|37|36097.8|0.04|1995-08-07|1995-11-11
1995-07-06|'COLLECT COD'|'O'|'ins wake. furiously bold o'|0.0|3243|2|'TRUCK'|'N'|79846|22.0|375|25217.28|0.06|1995-08-02|1995-07-26
1995-08-14|'COLLECT COD'|'O'|'eas solve carefully ironi'|0.05|7167|3|'FOB'|'N'|79846|7.0|307|7519.12|0.0|1995-09-07|1995-08-30
1995-07-19|'NONE'|'O'|'ly furiously idle accounts. pinto beans u'|0.02|1971|4|'TRUCK'|'N'|79846|10.0|472|18729.7|0.02|1995-07-28|1995-08-17
1992-06-08|'DELIVER IN PERSON'|'F'|'entiments. final theodolites abo'|0.02|1744|1|'AIR'|'A'|79847|47.0|129|77349.78|0.01|1992-06-03|1992-06-12
1992-07-07|'TAKE BACK RETURN'|'F'|'eep blithe'|0.01|8669|2|'REG AIR'|'R'|79847|18.0|312|28397.88|0.02|1992-04-26|1992-07-09
1992-05-28|'TAKE BACK RETURN'|'F'|'ly across the instr'|0.05|5459|3|'SHIP'|'R'|79847|23.0|365|31382.35|0.06|1992-05-26|1992-06-27
1992-06-16|'COLLECT COD'|'F'|'the carefully regular theodolites. brave '|0.05|4723|4|'FOB'|'R'|79847|14.0|358|22788.08|0.04|1992-04-19|1992-06-24
1992-05-25|'COLLECT COD'|'F'|'ss the slyly even accounts. eve'|0.02|5146|5|'TRUCK'|'A'|79847|29.0|147|30483.06|0.04|1992-04-26|1992-05-29
1992-05-22|'DELIVER IN PERSON'|'F'|'theodolites. silent ideas sl'|0.03|2570|6|'MAIL'|'A'|79847|18.0|461|26506.26|0.07|1992-05-18|1992-06-13
1996-11-11|'NONE'|'O'|'ometimes about the slyly fin'|0.03|7340|1|'TRUCK'|'N'|79872|46.0|258|57377.64|0.07|1996-09-28|1996-12-03
1996-08-16|'NONE'|'O'|'gular instructions'|0.06|4023|2|'TRUCK'|'N'|79872|47.0|157|43569.94|0.04|1996-10-03|1996-09-06
1996-11-23|'COLLECT COD'|'O'|'e slyly specia'|0.03|9377|3|'TRUCK'|'N'|79872|9.0|307|11577.33|0.0|1996-09-20|1996-12-14
1996-09-03|'NONE'|'O'|'s requests'|0.04|6864|4|'REG AIR'|'N'|79872|21.0|279|37188.06|0.06|1996-09-14|1996-09-13
1996-10-19|'TAKE BACK RETURN'|'O'|'ost slow ideas. slyly even package'|0.07|6812|5|'MAIL'|'N'|79872|23.0|227|39532.63|0.01|1996-10-18|1996-10-30
1996-11-12|'TAKE BACK RETURN'|'O'|'ckages. bold, even dependencies despite th'|0.08|2286|6|'REG AIR'|'N'|79872|32.0|416|38024.96|0.03|1996-10-15|1996-11-26
1992-10-11|'NONE'|'F'|' carefully final '|0.07|2231|1|'AIR'|'R'|79873|10.0|490|11332.3|0.05|1992-11-05|1992-10-23
1992-10-04|'TAKE BACK RETURN'|'F'|'s among the silent pinto beans nag '|0.02|3460|2|'MAIL'|'R'|79873|15.0|223|20451.9|0.05|1992-10-31|1992-10-28
1992-11-02|'NONE'|'F'|'yly even accou'|0.05|7594|3|'AIR'|'R'|79873|28.0|95|42044.52|0.0|1992-12-13|1992-11-24
1992-11-21|'NONE'|'F'|'cial deposits across the '|0.0|2065|4|'RAIL'|'R'|79873|27.0|195|26110.62|0.04|1992-11-16|1992-12-03
1992-12-10|'TAKE BACK RETURN'|'F'|'ions. foxes nag furiously sil'|0.1|393|5|'TRUCK'|'R'|79873|3.0|269|3880.17|0.03|1992-12-18|1993-01-06
1992-11-19|'COLLECT COD'|'F'|' requests use quickly accordin'|0.07|789|1|'AIR'|'R'|79874|2.0|290|3379.56|0.02|1992-11-09|1992-11-30
1992-10-22|'NONE'|'F'|'lly regular ideas. f'|0.05|1093|2|'REG AIR'|'R'|79874|48.0|475|47716.32|0.07|1992-11-25|1992-11-02
