1998-03-22|'DELIVER IN PERSON'|'O'|'ost blithely regular theodoli'|0.02|4493|4|'AIR'|'N'|104578|42.0|393|58694.58|0.02|1998-05-28|1998-04-03
1998-04-20|'TAKE BACK RETURN'|'O'|'es. slyly pending requests w'|0.06|1209|5|'MAIL'|'N'|104578|40.0|337|44408.0|0.06|1998-05-13|1998-05-14
1998-04-19|'TAKE BACK RETURN'|'O'|' unusual p'|0.04|5815|6|'RAIL'|'N'|104578|8.0|316|13766.48|0.0|1998-05-22|1998-04-22
1997-08-30|'DELIVER IN PERSON'|'O'|'egular accounts.'|0.06|2371|1|'AIR'|'N'|104579|19.0|130|24194.03|0.0|1997-09-26|1997-09-24
1997-10-07|'TAKE BACK RETURN'|'O'|'eposits are fluffily '|0.07|7090|2|'MAIL'|'N'|104579|43.0|8|42874.87|0.04|1997-09-13|1997-11-02
1997-11-10|'TAKE BACK RETURN'|'O'|'fluffily slyly special packages. qui'|0.0|3168|3|'TRUCK'|'N'|104579|11.0|169|11782.76|0.04|1997-08-19|1997-12-08
1997-09-11|'TAKE BACK RETURN'|'O'|'es sleep alon'|0.02|2649|4|'SHIP'|'N'|104579|35.0|410|54307.4|0.04|1997-09-04|1997-09-18
1997-08-08|'NONE'|'O'|'even deposits sleep slyly slow pinto beans'|0.09|6073|5|'REG AIR'|'N'|104579|50.0|74|48953.5|0.05|1997-08-16|1997-09-02
1997-09-17|'DELIVER IN PERSON'|'O'|'g the fluffily bold accounts. eve'|0.02|3517|6|'FOB'|'N'|104579|30.0|414|42615.3|0.04|1997-09-20|1997-09-26
1994-09-25|'COLLECT COD'|'F'|'rate. final requests are quickly careful'|0.06|6329|1|'MAIL'|'A'|104580|37.0|467|45706.84|0.03|1994-08-07|1994-10-21
1994-10-04|'DELIVER IN PERSON'|'F'|'ckages sleep.'|0.05|7277|2|'TRUCK'|'A'|104580|4.0|56|4737.08|0.04|1994-09-15|1994-10-31
1994-10-17|'TAKE BACK RETURN'|'F'|'rly pending packages according to the ca'|0.03|3694|3|'SHIP'|'R'|104580|40.0|327|63907.6|0.0|1994-08-30|1994-10-24
1992-05-13|'COLLECT COD'|'F'|'p. blithely special foxes cajole aft'|0.04|9444|1|'RAIL'|'A'|104581|17.0|374|23008.48|0.06|1992-06-29|1992-06-02
1992-06-04|'DELIVER IN PERSON'|'F'|'nal accounts use carefully'|0.03|4707|2|'RAIL'|'A'|104581|33.0|110|53186.1|0.04|1992-06-13|1992-06-29
1992-05-22|'COLLECT COD'|'F'|'the carefully final packages. alwa'|0.09|9378|3|'FOB'|'A'|104581|28.0|379|36046.36|0.06|1992-07-27|1992-05-27
1992-05-14|'TAKE BACK RETURN'|'F'|' ironic dependencies '|0.06|7622|4|'SHIP'|'R'|104581|15.0|403|22944.3|0.03|1992-07-09|1992-06-07
1992-05-17|'NONE'|'F'|'gular accounts c'|0.07|9749|5|'SHIP'|'R'|104581|11.0|394|18246.14|0.06|1992-06-30|1992-06-08
1992-08-11|'TAKE BACK RETURN'|'F'|'rding to the special acc'|0.1|4506|6|'AIR'|'A'|104581|3.0|275|4231.5|0.05|1992-07-11|1992-09-06
1993-08-29|'TAKE BACK RETURN'|'F'|'ngside of the slyly even pinto'|0.06|2086|1|'AIR'|'R'|104582|34.0|345|33594.72|0.01|1993-07-20|1993-09-05
1993-06-25|'DELIVER IN PERSON'|'F'|'l asymptotes: furiously even requests after'|0.09|7668|2|'TRUCK'|'R'|104582|17.0|309|26786.22|0.06|1993-07-22|1993-07-18
1993-09-18|'NONE'|'F'|'phins cajole blithely. foxes according'|0.02|5911|3|'RAIL'|'R'|104582|20.0|48|36338.2|0.03|1993-07-17|1993-10-13
1993-07-15|'TAKE BACK RETURN'|'F'|'s. slyly fina'|0.09|2108|4|'TRUCK'|'A'|104582|44.0|238|44444.4|0.07|1993-08-11|1993-07-23
1992-12-03|'COLLECT COD'|'F'|'ages are quickly. furio'|0.05|9609|1|'TRUCK'|'R'|104583|39.0|398|59225.4|0.08|1992-11-24|1992-12-23
1993-01-22|'NONE'|'F'|'ickly regular accounts. sly'|0.04|3719|2|'SHIP'|'A'|104583|8.0|220|12981.68|0.04|1992-12-20|1993-01-23
1995-03-15|'TAKE BACK RETURN'|'F'|'es nod carefully around the '|0.0|9309|1|'TRUCK'|'A'|104608|37.0|96|45077.1|0.05|1995-02-06|1995-03-20
1995-01-04|'NONE'|'F'|' even, final realm'|0.01|2237|2|'AIR'|'R'|104608|20.0|496|22784.6|0.08|1995-02-05|1995-01-06
