1994-07-30|'COLLECT COD'|'F'|'encies haggle carefully above the sly'|0.01|3528|4|'FOB'|'A'|94658|25.0|29|35788.0|0.07|1994-09-25|1994-08-17
1994-11-09|'COLLECT COD'|'F'|' promise slyly furiously thin asymptot'|0.06|1831|5|'MAIL'|'A'|94658|7.0|332|12129.81|0.03|1994-10-13|1994-11-29
1994-08-23|'DELIVER IN PERSON'|'F'|'g instructions'|0.08|7105|6|'SHIP'|'A'|94658|1.0|23|1012.1|0.05|1994-09-06|1994-09-21
1998-02-18|'COLLECT COD'|'O'|'s. slyly express deposits boost after '|0.0|6657|1|'REG AIR'|'N'|94659|47.0|434|73491.55|0.01|1998-01-13|1998-03-07
1997-10-27|'DELIVER IN PERSON'|'O'|'ng accounts: quickly final request'|0.03|5065|2|'REG AIR'|'N'|94659|6.0|201|5820.36|0.04|1997-12-31|1997-10-28
1997-11-04|'DELIVER IN PERSON'|'O'|'inal grouches nag silent, ironic the'|0.04|3778|3|'TRUCK'|'N'|94659|13.0|411|21863.01|0.01|1997-12-01|1997-11-12
1992-11-24|'COLLECT COD'|'F'|'g packages across the slyl'|0.08|4257|1|'FOB'|'R'|94660|31.0|24|35998.75|0.02|1992-12-10|1992-12-24
1992-05-17|'COLLECT COD'|'F'|'equests haggle fin'|0.07|1205|1|'MAIL'|'R'|94661|2.0|460|2212.4|0.08|1992-04-14|1992-05-27
1992-05-02|'NONE'|'F'|'ove the final re'|0.09|3953|2|'MAIL'|'A'|94661|32.0|218|59422.4|0.05|1992-05-08|1992-05-21
1992-05-24|'COLLECT COD'|'F'|'g the asym'|0.03|5096|3|'RAIL'|'A'|94661|21.0|2|21022.89|0.06|1992-05-09|1992-06-10
1992-05-10|'NONE'|'F'|'thely slyly ironic pa'|0.01|6971|4|'AIR'|'A'|94661|13.0|386|24413.61|0.01|1992-04-15|1992-05-13
1992-04-02|'NONE'|'F'|'ven packages around the fluffily fl'|0.05|5338|5|'SHIP'|'R'|94661|2.0|474|2486.66|0.06|1992-05-15|1992-04-17
1992-06-13|'NONE'|'F'|'fluffily even somas ar'|0.04|377|6|'REG AIR'|'A'|94661|18.0|378|22992.66|0.01|1992-04-30|1992-06-18
1994-11-03|'NONE'|'F'|'ncies. quickly final depos'|0.07|3818|1|'FOB'|'A'|94662|14.0|319|24105.34|0.05|1994-12-28|1994-11-20
1994-11-24|'TAKE BACK RETURN'|'F'|'aring accounts solve. regular, unusual exc'|0.08|8052|2|'AIR'|'R'|94662|49.0|476|47042.45|0.04|1994-11-15|1994-12-20
1992-07-20|'NONE'|'F'|'cajole carefully around the alw'|0.07|6543|1|'RAIL'|'R'|94663|13.0|182|18844.02|0.07|1992-05-05|1992-08-15
1992-07-24|'NONE'|'F'|'. special accounts must have to'|0.04|2902|2|'MAIL'|'A'|94663|34.0|163|61366.6|0.05|1992-05-02|1992-07-30
1993-05-11|'DELIVER IN PERSON'|'F'|'y ironic pack'|0.02|6056|1|'FOB'|'R'|94688|24.0|468|23089.2|0.01|1993-08-06|1993-05-14
1993-06-15|'NONE'|'F'|' lose furiously'|0.0|8064|2|'FOB'|'A'|94688|42.0|488|40826.52|0.06|1993-06-08|1993-06-23
1993-08-15|'DELIVER IN PERSON'|'F'|'ges. furiously ironic theodo'|0.01|9620|3|'TRUCK'|'A'|94688|1.0|409|1529.62|0.05|1993-07-19|1993-08-18
1993-08-16|'COLLECT COD'|'F'|'ial instructions. silent foxes a'|0.04|2104|4|'TRUCK'|'A'|94688|49.0|492|49298.9|0.01|1993-08-05|1993-09-15
1993-07-28|'DELIVER IN PERSON'|'F'|'ully. fluffily pending theodolites integrat'|0.01|8664|5|'REG AIR'|'A'|94688|48.0|165|75487.68|0.07|1993-06-17|1993-08-11
1993-06-01|'COLLECT COD'|'F'|'l, final accounts are slyly agains'|0.06|1683|6|'TRUCK'|'A'|94688|29.0|440|45955.72|0.06|1993-07-20|1993-06-27
1996-08-25|'COLLECT COD'|'O'|'s. regular requests c'|0.05|1127|1|'AIR'|'N'|94689|36.0|9|37012.32|0.08|1996-10-24|1996-09-11
1996-11-13|'NONE'|'O'|'carefully outside the fi'|0.03|409|2|'REG AIR'|'N'|94689|38.0|410|49757.2|0.0|1996-10-13|1996-12-01
1996-09-09|'COLLECT COD'|'O'|'ously express accounts above the c'|0.1|2071|3|'FOB'|'N'|94689|19.0|459|18488.33|0.06|1996-11-10|1996-09-24
1996-09-03|'NONE'|'O'|'instructions cajole care'|0.09|1053|4|'TRUCK'|'N'|94689|5.0|435|4770.25|0.08|1996-09-28|1996-09-06
1996-10-26|'COLLECT COD'|'O'|'nts. requests haggle carefully regul'|0.1|4184|5|'MAIL'|'N'|94689|29.0|84|31557.22|0.03|1996-10-14|1996-11-01
1996-06-18|'COLLECT COD'|'O'|'y regular packages-- qui'|0.0|9453|1|'RAIL'|'N'|94690|21.0|97|28611.45|0.05|1996-06-01|1996-07-03
1996-06-14|'COLLECT COD'|'O'|'lites. special accounts nag blithely. r'|0.08|9272|2|'FOB'|'N'|94690|7.0|273|8268.89|0.02|1996-05-15|1996-07-07
1996-08-05|'NONE'|'O'|'ly express accounts nag carefull'|0.1|9410|3|'TRUCK'|'N'|94690|9.0|411|11874.69|0.08|1996-05-16|1996-08-09
1997-12-03|'DELIVER IN PERSON'|'O'|'e sly deposits. furiously final packages wa'|0.09|7032|1|'SHIP'|'N'|94691|23.0|33|21597.69|0.05|1997-12-12|1997-12-10
1998-01-03|'TAKE BACK RETURN'|'O'|'lthy, final excuses are. furi'|0.02|3100|2|'AIR'|'N'|94691|7.0|363|7021.7|0.05|1997-12-24|1998-01-06
1997-10-15|'NONE'|'O'|'uriously against the final requests.'|0.03|6868|3|'RAIL'|'N'|94691|27.0|145|47921.22|0.07|1997-12-04|1997-11-03
