19|'Clerk#000000102'|52700.25|'5-LOW'|'lets wake carefully. '|292580|'O'|1997-11-07|0
22|'Clerk#000000116'|39911.13|'2-HIGH'|'ronic accounts. even packages boost quickly. carefully final requests '|279426|'O'|1997-11-28|0
23|'Clerk#000000322'|195017.96|'2-HIGH'|'ut the quickly ironic requests. bold'|278243|'O'|1997-09-08|0
23|'Clerk#000000564'|19861.07|'4-NOT SPECIFIED'|'requests. slyly ironic accounts unwind blithely ironic, regular instru'|298051|'O'|1997-02-01|0
26|'Clerk#000000257'|217431.21|'2-HIGH'|' platelets sleep quickly. furiously special packages sleep fluffi'|291459|'O'|1997-08-11|0
26|'Clerk#000000959'|38391.41|'5-LOW'|'foxes poach. even excu'|294055|'O'|1997-05-15|0
34|'Clerk#000000688'|34174.33|'1-URGENT'|'tructions cajole alw'|287296|'O'|1997-07-04|0
34|'Clerk#000000289'|220895.22|'1-URGENT'|'s cajole. quickly even accounts along the f'|295969|'O'|1997-08-19|0
50|'Clerk#000000237'|121888.05|'2-HIGH'|' bold packages sleep. '|268960|'O'|1997-12-08|0
55|'Clerk#000000178'|170946.28|'3-MEDIUM'|'ly about the accounts. evenly ironic dependencies ha'|286052|'O'|1997-06-10|0
55|'Clerk#000000009'|147387.78|'5-LOW'|'egular instructions are quickly blithely special requests. blithely regular r'|293827|'O'|1997-03-29|0
58|'Clerk#000000032'|126315.48|'2-HIGH'|'ns unwind according to the even requests. fluffily ironic packages de'|275268|'O'|1997-03-11|0
59|'Clerk#000000496'|282495.22|'3-MEDIUM'|'quickly pending pinto beans. requests are fina'|293541|'O'|1997-08-02|0
70|'Clerk#000000173'|18200.49|'3-MEDIUM'|'ld packages impress fluffily. carefully express p'|295239|'O'|1997-06-09|0
73|'Clerk#000000867'|183520.49|'3-MEDIUM'|'s about the carefully bold packages wake quickly amon'|281863|'O'|1997-07-08|0
89|'Clerk#000000594'|160591.84|'1-URGENT'|'s will wake among the express platelets. blithely final accounts wake quickly'|284998|'O'|1997-04-24|0
94|'Clerk#000000581'|18473.7|'1-URGENT'|'p. unusual, ironic accounts boost slyly blithely ironic ideas. blithely re'|281925|'O'|1997-12-14|0
107|'Clerk#000000329'|101735.47|'1-URGENT'|'s boost. regular packages cajole slyly final'|291810|'O'|1997-07-25|0
107|'Clerk#000000785'|56672.87|'1-URGENT'|' even accounts. deposits haggle quickly furiously regular requests. f'|294374|'O'|1997-05-22|0
115|'Clerk#000000736'|220066.48|'1-URGENT'|'ously slow accounts. final asymptotes s'|292481|'O'|1997-06-26|0
121|'Clerk#000000606'|100579.74|'2-HIGH'|'ly. slyly regular platelets wake among the special d'|276423|'O'|1997-10-07|0
131|'Clerk#000000796'|233608.86|'4-NOT SPECIFIED'|' blithely regular accounts? even foxes promise acco'|270211|'O'|1997-12-17|0
131|'Clerk#000000212'|188852.36|'5-LOW'|' sleep. final, regular ideas sleep against the slyly '|276897|'O'|1997-05-27|0
137|'Clerk#000000142'|157225.84|'5-LOW'|'lly regular foxes boost blithely about the ironic accounts. careful'|269415|'O'|1997-09-25|0
137|'Clerk#000000850'|28103.18|'5-LOW'|'es sleep furiously carefully unusual requests. quickly ironic foxes lose acc'|293767|'O'|1997-01-30|0
139|'Clerk#000000595'|61590.58|'2-HIGH'|'usly ironic ideas. furiously express theodolites cajole against'|280134|'O'|1997-08-31|0
142|'Clerk#000000054'|160017.12|'5-LOW'|'arefully across the accounts. b'|270757|'O'|1997-12-04|0
145|'Clerk#000000873'|163133.97|'2-HIGH'|'ut the careful realms. slyly regular packages nag fluffily carefully stea'|273442|'O'|1997-06-28|0
148|'Clerk#000000855'|140712.07|'5-LOW'|'r asymptotes haggle blithely. somas believe slyly. furiously ev'|266977|'O'|1997-01-22|0
148|'Clerk#000000216'|90185.51|'5-LOW'|' pending packages at the slyly pe'|285888|'O'|1997-08-19|0
148|'Clerk#000000071'|114590.82|'3-MEDIUM'|'ly unusual deposits. carefully regular orbits cajole careful'|293031|'O'|1997-05-13|0
148|'Clerk#000000097'|65391.25|'3-MEDIUM'|'unusual pinto beans wake car'|298180|'O'|1997-07-08|0
160|'Clerk#000000064'|216664.82|'5-LOW'|'y special packages. carefully bold accounts cajole carefully quickly pendin'|282850|'O'|1997-07-22|0
169|'Clerk#000000119'|237618.45|'2-HIGH'|'s? furiously even platelets haggle carefully across the regular foxe'|271750|'O'|1997-10-16|0
169|'Clerk#000000993'|181066.92|'3-MEDIUM'|' furiously around the slyly ir'|290085|'O'|1997-09-18|0
169|'Clerk#000000743'|258141.05|'2-HIGH'|'oost blithely slyly ironic excuses. carefully regular requests'|292161|'O'|1997-01-20|0
176|'Clerk#000000240'|86010.13|'2-HIGH'|'s cajole across the blithely ironic deposits. thin'|287843|'O'|1997-04-22|0
190|'Clerk#000000346'|120063.14|'5-LOW'|'uctions try to are unusual deposits. blithely regular'|271685|'O'|1997-03-01|0
196|'Clerk#000000213'|35186.43|'2-HIGH'|'ly ironic, regular pinto beans; furiously final platelets beneath the instruct'|276675|'O'|1997-11-01|0
196|'Clerk#000000093'|144617.32|'5-LOW'|'quests haggle blithely regular ideas. regular waters boost'|278277|'O'|1997-05-12|0
199|'Clerk#000000231'|273544.88|'1-URGENT'|'. blithely final pinto beans according to the dep'|273571|'O'|1997-02-18|0
214|'Clerk#000000157'|182802.49|'1-URGENT'|'le silent requests. carefully even packages '|273062|'O'|1997-03-09|0
217|'Clerk#000000472'|59617.92|'2-HIGH'|'egular pinto beans wake '|271107|'O'|1997-07-25|0
220|'Clerk#000000202'|32449.39|'2-HIGH'|'g ideas. carefully fi'|288579|'O'|1997-07-19|0
223|'Clerk#000000637'|163797.96|'2-HIGH'|'f the carefully ironic excuses. blithel'|270756|'O'|1997-08-04|0
229|'Clerk#000000823'|93108.06|'2-HIGH'|'ges. thinly final packages above the final accounts sleep caref'|276999|'O'|1997-09-18|0
238|'Clerk#000000238'|156393.04|'3-MEDIUM'|'the pending, special deposits hinder slyly furiously unusual packages. slyly i'|272451|'O'|1997-02-22|0
241|'Clerk#000000266'|289874.07|'1-URGENT'|'s are carefully regular pinto beans'|275297|'O'|1997-06-18|0
244|'Clerk#000000296'|186675.81|'4-NOT SPECIFIED'|'the quietly express ideas. fina'|265441|'O'|1997-08-05|0
247|'Clerk#000000717'|171839.35|'2-HIGH'|'e carefully pending requests. '|293030|'O'|1997-01-30|0
271|'Clerk#000000040'|230129.97|'3-MEDIUM'|'y. regular, regular '|264837|'O'|1997-03-21|0
271|'Clerk#000000399'|173769.49|'4-NOT SPECIFIED'|'ges. stealthy accounts sleep quickly behind the slyly eve'|289058|'O'|1997-05-20|0
283|'Clerk#000000165'|119229.65|'3-MEDIUM'|'into beans poach blithely ironic ideas. blithely even packages hag'|268707|'O'|1997-06-27|0
283|'Clerk#000000990'|146083.09|'4-NOT SPECIFIED'|'uld have to thrash around the packages. regular, even depo'|274884|'O'|1997-01-21|0
289|'Clerk#000000603'|278432.76|'5-LOW'|'althy instructions detect. blithely'|292646|'O'|1997-07-12|0
290|'Clerk#000000967'|35694.28|'3-MEDIUM'|'hely furiously silent platelets. even, ex'|275456|'O'|1997-11-16|0
296|'Clerk#000000084'|135527.22|'3-MEDIUM'|'al theodolites. slyl'|269509|'O'|1997-07-04|0
298|'Clerk#000000090'|178342.42|'2-HIGH'|'nic accounts use slyly slyly final excuses. furiou'|281377|'O'|1997-02-07|0
323|'Clerk#000000247'|196079.76|'3-MEDIUM'|'ngside of the final requests. slyly final accounts '|264609|'O'|1997-01-13|0
337|'Clerk#000000851'|116789.9|'5-LOW'|'t pinto beans above the finally pending packages'|284608|'O'|1997-01-27|0
338|'Clerk#000000865'|217838.15|'1-URGENT'|'nstructions. dugouts use d'|280452|'O'|1997-03-04|0
340|'Clerk#000000690'|59093.39|'1-URGENT'|'e quickly final packages. unusual packages haggle. theodoli'|266151|'O'|1997-07-22|0
352|'Clerk#000000889'|178256.71|'1-URGENT'|'olites cajole blithely carefully express packages. furiously expr'|268838|'O'|1997-02-08|0
352|'Clerk#000000294'|125079.76|'2-HIGH'|'old pearls haggle carefully. carefully bold requests are above the ir'|299559|'O'|1997-08-13|0
353|'Clerk#000000284'|172090.56|'4-NOT SPECIFIED'|'rts use. furiously unusual ideas wake sometimes above '|291847|'O'|1997-08-30|0
368|'Clerk#000000815'|176245.54|'4-NOT SPECIFIED'|'riously across the slyly ironic requests. final ideas wake. carefully pendin'|294405|'O'|1997-08-19|0
379|'Clerk#000000331'|143783.68|'4-NOT SPECIFIED'|'en deposits. blithely express requests w'|292037|'O'|1997-12-16|0
383|'Clerk#000000989'|253253.89|'2-HIGH'|'ing theodolites haggle blithely quickly special hock'|271105|'O'|1997-12-07|0
391|'Clerk#000000967'|236229.1|'3-MEDIUM'|' requests serve fluffily regula'|283714|'O'|1997-09-16|0
398|'Clerk#000000381'|112469.78|'4-NOT SPECIFIED'|'ly pending pinto beans sleep. slyly ironic '|264768|'O'|1997-12-15|0
403|'Clerk#000000611'|21029.61|'5-LOW'|'ges use sometimes. eve'|275335|'O'|1997-04-08|0
406|'Clerk#000000563'|243472.29|'5-LOW'|' carefully regular accounts sleep abou'|294439|'O'|1997-09-02|0
415|'Clerk#000000943'|54991.09|'1-URGENT'|'the bold requests nag s'|296325|'O'|1997-11-25|0
419|'Clerk#000000156'|5950.15|'2-HIGH'|'re furiously regular courts. b'|287204|'O'|1997-10-26|0
421|'Clerk#000000852'|94534.03|'2-HIGH'|'ng to the fluffily regular requests. accounts cajole '|269957|'O'|1997-06-10|0
437|'Clerk#000000631'|162161.37|'1-URGENT'|'ly busy accounts slee'|268864|'O'|1997-09-09|0
445|'Clerk#000000908'|84255.87|'5-LOW'|'fy platelets above the furi'|296000|'O'|1997-05-24|0
448|'Clerk#000000408'|130495.62|'2-HIGH'|'cording to the packages? regular requests nag fluff'|264385|'O'|1997-05-30|0
448|'Clerk#000000346'|237391.67|'1-URGENT'|'c theodolites haggle quickly final requests. fluffi'|297670|'O'|1997-02-17|0
458|'Clerk#000000849'|152751.91|'3-MEDIUM'|'ctions. carefully even orbits along the blithely ex'|281953|'O'|1997-02-21|0
460|'Clerk#000000657'|74354.61|'4-NOT SPECIFIED'|'of the carefully even excu'|284453|'O'|1997-06-02|0
478|'Clerk#000000516'|270793.89|'1-URGENT'|'the blithely bold excuses. pending deposits nag blith'|290145|'O'|1997-08-13|0
485|'Clerk#000000374'|58429.94|'4-NOT SPECIFIED'|'ic, ironic platelets detect slyly-- final instructi'|278631|'O'|1997-11-06|0
488|'Clerk#000000575'|158006.67|'5-LOW'|'cial deposits. carefully regular requests use. b'|287973|'O'|1997-09-13|0
496|'Clerk#000000926'|46886.39|'5-LOW'|'onic deposits are closely. even dependencies '|291201|'O'|1997-11-03|0
499|'Clerk#000000843'|151071.12|'2-HIGH'|'p blithely theodolites. even, regular '|271520|'O'|1997-03-22|0
499|'Clerk#000000154'|109510.86|'5-LOW'|'eas. thinly final theodolites nag among the packages. blith'|276101|'O'|1997-10-16|0
499|'Clerk#000000567'|183993.28|'1-URGENT'|' blithely? slyly ironic depend'|291168|'O'|1997-04-29|0
499|'Clerk#000000369'|176595.9|'1-URGENT'|'the special dependencies. even requests sleep. unusual packages solve iro'|293888|'O'|1997-10-02|0
505|'Clerk#000000417'|116323.61|'5-LOW'|' requests use carefully closely pending platelets. furiously regular '|271877|'O'|1997-12-27|0
508|'Clerk#000000383'|163960.91|'1-URGENT'|'egular requests mold furiously alongsi'|282500|'O'|1997-02-19|0
515|'Clerk#000000970'|70838.69|'3-MEDIUM'|'r multipliers lose never. accounts boo'|282756|'O'|1997-07-13|0
517|'Clerk#000000755'|8700.92|'2-HIGH'|'uses solve slyly slyly final requests. blithely speci'|275302|'O'|1997-10-15|0
524|'Clerk#000000456'|274706.96|'4-NOT SPECIFIED'|'s cajole fluffily carefully special packages! bold deposits according to the '|268101|'O'|1997-11-06|0
