1993-01-14|'NONE'|'F'|'he even, pending asymptotes.'|0.09|2674|3|'FOB'|'A'|89792|49.0|175|77256.83|0.08|1993-01-11|1993-02-11
1998-11-10|'TAKE BACK RETURN'|'O'|'ges about the careful, regular dep'|0.03|8313|1|'RAIL'|'N'|89793|47.0|314|57401.57|0.06|1998-10-14|1998-11-30
1998-08-27|'DELIVER IN PERSON'|'O'|'ke. ironic instructions haggle carefully'|0.1|9090|2|'MAIL'|'N'|89793|29.0|377|28973.61|0.03|1998-09-17|1998-09-15
1998-10-21|'DELIVER IN PERSON'|'O'|'y. carefully regular ideas are with'|0.06|1556|3|'AIR'|'N'|89793|12.0|57|17490.6|0.03|1998-09-08|1998-10-23
1998-08-03|'DELIVER IN PERSON'|'O'|'atelets nag blithely. '|0.03|1253|4|'FOB'|'N'|89793|47.0|135|54249.75|0.03|1998-10-10|1998-08-25
1998-09-10|'NONE'|'O'|'ing deposits. packages against the acco'|0.03|2291|5|'MAIL'|'N'|89793|10.0|50|11932.9|0.0|1998-10-10|1998-10-10
1998-08-28|'COLLECT COD'|'O'|'ges haggle. carefully permanent ideas'|0.0|330|6|'SHIP'|'N'|89793|39.0|206|47982.87|0.03|1998-10-20|1998-09-20
1998-10-06|'COLLECT COD'|'O'|' final theodolites after the caref'|0.1|1060|7|'TRUCK'|'N'|89793|14.0|315|13454.84|0.0|1998-08-22|1998-10-21
1993-04-05|'TAKE BACK RETURN'|'F'|' regular accounts haggle quickly'|0.05|3007|1|'TRUCK'|'A'|89794|23.0|270|20930.0|0.0|1993-02-27|1993-04-29
1993-02-13|'NONE'|'F'|'s are slyly even dependencie'|0.03|5828|2|'TRUCK'|'A'|89794|36.0|465|62417.52|0.04|1993-02-03|1993-03-11
1993-03-11|'TAKE BACK RETURN'|'F'|'ng foxes. furiously unu'|0.08|7157|3|'FOB'|'A'|89794|36.0|297|38309.4|0.05|1993-02-28|1993-03-26
1993-03-02|'COLLECT COD'|'F'|'ual packages doze quickly above the b'|0.07|1491|4|'SHIP'|'A'|89794|22.0|119|30634.78|0.04|1993-02-28|1993-03-10
1992-12-29|'DELIVER IN PERSON'|'F'|'s solve fluffily ironic gifts. '|0.04|9274|5|'SHIP'|'R'|89794|40.0|275|47330.8|0.03|1993-02-25|1993-01-10
1992-12-28|'DELIVER IN PERSON'|'F'|'g the quickly pending deposits affix at th'|0.07|7122|6|'AIR'|'A'|89794|34.0|40|34990.08|0.08|1993-02-02|1993-01-03
1993-01-04|'TAKE BACK RETURN'|'F'|' furiously even'|0.07|7019|7|'FOB'|'A'|89794|1.0|20|926.01|0.05|1993-01-28|1993-01-10
1996-04-19|'DELIVER IN PERSON'|'O'|'cajole quickly across the fu'|0.1|2247|1|'TRUCK'|'N'|89795|35.0|135|40223.4|0.06|1996-03-13|1996-04-24
1996-02-23|'NONE'|'O'|' requests. special request'|0.09|5226|2|'SHIP'|'N'|89795|34.0|227|38461.48|0.03|1996-04-28|1996-03-11
1996-06-05|'COLLECT COD'|'O'|'en theodolites use. quickly '|0.03|2311|3|'AIR'|'N'|89795|6.0|312|7279.86|0.03|1996-05-02|1996-06-20
1996-04-08|'COLLECT COD'|'O'|'ar deposits cajole alon'|0.07|6183|4|'RAIL'|'N'|89795|41.0|458|44656.38|0.02|1996-04-08|1996-04-27
1996-02-26|'TAKE BACK RETURN'|'O'|'jole. furiousl'|0.1|4793|5|'MAIL'|'N'|89795|9.0|428|15280.11|0.07|1996-05-05|1996-03-26
1994-10-23|'DELIVER IN PERSON'|'F'|' carefully fin'|0.08|8272|1|'MAIL'|'R'|89796|25.0|273|29506.75|0.0|1994-08-30|1994-11-17
1993-09-29|'TAKE BACK RETURN'|'F'|'ic accounts affix slyly a'|0.01|7473|1|'SHIP'|'A'|89797|39.0|391|53838.33|0.04|1993-09-10|1993-10-07
1993-11-08|'NONE'|'F'|'sits. silent requests use'|0.03|8700|2|'MAIL'|'A'|89797|42.0|127|67565.4|0.03|1993-09-22|1993-11-12
1997-01-03|'NONE'|'O'|'egular instructions a'|0.0|9320|1|'REG AIR'|'N'|89798|23.0|107|28274.36|0.04|1997-02-28|1997-01-20
1997-01-08|'COLLECT COD'|'O'|'ngside of the even,'|0.03|4570|2|'AIR'|'N'|89798|38.0|205|56033.66|0.0|1997-03-04|1997-01-17
1997-04-08|'TAKE BACK RETURN'|'O'|'ng dependencies according to the bold t'|0.03|1240|3|'REG AIR'|'N'|89798|19.0|122|21683.56|0.07|1997-01-11|1997-04-21
1996-12-27|'NONE'|'O'|'ironic deposits alongside of '|0.05|8326|4|'AIR'|'N'|89798|32.0|250|39498.24|0.02|1997-02-24|1996-12-31
1997-02-10|'COLLECT COD'|'O'|'eans sleep fluffily across the f'|0.04|4002|5|'SHIP'|'N'|89798|29.0|269|26274.0|0.02|1997-01-12|1997-03-10
1997-03-06|'COLLECT COD'|'O'|'ly bold packages. fluffily pen'|0.03|7380|6|'REG AIR'|'N'|89798|2.0|20|2574.76|0.06|1997-03-08|1997-03-18
1997-03-09|'COLLECT COD'|'O'|'old accounts use. fluffily regular de'|0.04|5396|7|'REG AIR'|'N'|89798|7.0|302|9109.73|0.05|1997-03-05|1997-03-24
