1998-04-25|'TAKE BACK RETURN'|'O'|'thely pending dolphins. s'|0.02|174|4|'RAIL'|'N'|69893|7.0|300|7519.19|0.04|1998-04-30|1998-05-12
1998-03-13|'DELIVER IN PERSON'|'O'|'nusual, busy requests nag slyly'|0.07|7847|5|'SHIP'|'N'|69893|10.0|488|17548.4|0.08|1998-03-23|1998-03-17
1998-04-09|'TAKE BACK RETURN'|'O'|'s-- unusual ideas are blithe'|0.08|444|6|'MAIL'|'N'|69893|29.0|445|38988.76|0.05|1998-05-21|1998-04-14
1996-07-28|'COLLECT COD'|'O'|'ons. blithely even deposits ma'|0.03|5877|1|'TRUCK'|'N'|69894|39.0|14|69531.93|0.07|1996-08-12|1996-07-31
1996-08-29|'NONE'|'O'|'epths integrate blithe'|0.05|6732|2|'REG AIR'|'N'|69894|2.0|147|3277.46|0.04|1996-08-29|1996-09-22
1997-11-26|'TAKE BACK RETURN'|'O'|'ckages. excuses use-- slyly sile'|0.07|4110|1|'MAIL'|'N'|69895|29.0|111|29409.19|0.07|1997-12-17|1997-12-19
1998-02-05|'NONE'|'O'|'o beans caj'|0.01|4405|2|'FOB'|'N'|69895|27.0|305|35353.8|0.0|1998-01-21|1998-03-01
1997-11-29|'NONE'|'O'|'quickly even a'|0.1|6203|3|'SHIP'|'N'|69895|49.0|204|54350.8|0.03|1998-01-16|1997-12-05
1997-12-26|'TAKE BACK RETURN'|'O'|'ccounts boos'|0.01|8949|4|'RAIL'|'N'|69895|4.0|450|7431.76|0.04|1997-12-25|1998-01-22
1997-11-29|'NONE'|'O'|'cajole furiously. ironic requests inte'|0.05|7759|5|'RAIL'|'N'|69895|10.0|260|16667.5|0.04|1998-01-03|1997-12-02
1998-01-12|'COLLECT COD'|'O'|'carefully ironic packages.'|0.02|3845|6|'AIR'|'N'|69895|43.0|242|75200.12|0.07|1998-01-10|1998-02-10
1998-06-28|'NONE'|'O'|'yly express requests prin'|0.05|6644|1|'MAIL'|'N'|69920|25.0|145|38766.0|0.0|1998-07-22|1998-07-28
1998-06-24|'TAKE BACK RETURN'|'O'|'e fluffily ab'|0.03|2283|2|'SHIP'|'N'|69920|9.0|413|10667.52|0.02|1998-09-19|1998-07-15
1994-01-14|'NONE'|'F'|'te final, bold theodolites. fur'|0.09|3229|1|'TRUCK'|'R'|69921|7.0|230|7925.54|0.04|1993-12-20|1994-01-21
1993-10-30|'DELIVER IN PERSON'|'F'|'fully final dolphins wake. blithely bol'|0.04|7836|2|'MAIL'|'A'|69921|30.0|117|52314.9|0.06|1994-01-12|1993-11-26
1994-01-26|'DELIVER IN PERSON'|'F'|'the final package'|0.1|5887|3|'REG AIR'|'R'|69921|14.0|296|25100.32|0.08|1994-01-15|1994-02-25
1993-12-27|'TAKE BACK RETURN'|'F'|'ly ironic theodolites haggl'|0.09|9626|4|'FOB'|'R'|69921|19.0|415|29176.78|0.05|1993-12-19|1994-01-16
1993-11-27|'COLLECT COD'|'F'|'accounts. even requests wake. sp'|0.0|9420|5|'FOB'|'R'|69921|29.0|421|38553.18|0.01|1993-12-16|1993-12-05
1993-12-05|'TAKE BACK RETURN'|'F'|'s, regular instructions. i'|0.02|5338|6|'RAIL'|'A'|69921|41.0|339|50976.53|0.02|1993-11-22|1993-12-13
1994-02-13|'NONE'|'F'|'carefully silent deposits wake quickly c'|0.0|2310|7|'SHIP'|'A'|69921|35.0|69|42430.85|0.01|1993-12-15|1994-02-25
1993-01-27|'TAKE BACK RETURN'|'F'|' furiously even pinto be'|0.04|541|1|'AIR'|'R'|69922|10.0|294|14415.4|0.07|1992-11-12|1993-02-16
1992-10-18|'COLLECT COD'|'F'|'c deposits promise carefully. '|0.05|8108|2|'MAIL'|'R'|69922|6.0|109|6096.6|0.05|1992-11-17|1992-11-01
1992-08-15|'TAKE BACK RETURN'|'F'|'counts haggle pending dependencies. slyly s'|0.02|6117|1|'FOB'|'R'|69923|24.0|392|24554.64|0.07|1992-07-24|1992-09-13
1992-07-19|'COLLECT COD'|'F'|'y blithely regular deposits. deposi'|0.04|8300|2|'REG AIR'|'A'|69923|38.0|442|45915.4|0.05|1992-07-21|1992-08-15
1992-07-24|'NONE'|'F'|'e pending packages. quickly pending '|0.02|2575|3|'TRUCK'|'R'|69923|35.0|336|51714.95|0.07|1992-08-18|1992-07-30
1992-09-11|'DELIVER IN PERSON'|'F'|'ent, final deposits. blithely regular court'|0.07|4955|4|'REG AIR'|'R'|69923|14.0|224|26039.3|0.05|1992-08-03|1992-09-22
